employee_id,employee_name,department,designation,employment_status,base_salary,overtime_hours,overtime_rate,attendance_days,working_days,attendance_status,salary_paid,salary_payment_date,exit_date,bank_account,salary_leakage_flag,overtime_abuse_flag,ghost_employee_flag,duplicate_salary_flag
EMP1204,Swathi,HR,Analyst,Active,76071,17,465,21,26,Absent,56901,2025-01-01,2024-12-27,25052662,No,No,No,No
EMP1205,Vijay,Finance,Lead,Active,91121,1,497,21,26,Missing,111271,2025-01-04,2025-01-06,22442674,No,No,Yes,No
EMP1206,Sneha,Operations,Executive,Active,94763,12,495,1,26,Present,72021,2025-01-04,2025-01-15,16914128,No,No,No,No
EMP1207,Anitha,Operations,Analyst,Active,113814,14,424,22,26,Present,49092,2025-01-22,2025-01-18,55811747,No,No,No,No
EMP1208,Ganesh,Support,Analyst,Active,32237,19,532,5,26,Present,21242,2025-01-26,2025-01-04,46353090,No,No,No,No
EMP1209,Manoj,Finance,Executive,Active,35649,28,560,13,26,Present,126843,2025-01-25,2024-12-04,51216640,No,Yes,No,No
EMP1210,Ajith,IT,Manager,Active,57713,28,573,0,26,Present,21831,2025-01-03,2024-12-16,61755889,No,Yes,No,No
EMP1211,Naveen,HR,Senior Analyst,Active,93463,2,241,17,26,Present,70721,2025-01-09,2024-12-16,94788890,No,No,No,No
EMP1212,Rohit,Sales,Lead,Active,65409,18,502,6,26,Present,48511,2025-01-22,2024-12-21,25221492,No,No,No,No
EMP1213,Santhosh,HR,Senior Analyst,Active,68766,2,445,0,26,Present,92782,2025-01-23,2024-12-26,15541543,Yes,No,No,No
EMP1214,Ramesh,HR,Executive,Active,66154,13,407,0,26,Present,117003,2025-01-12,2025-01-26,64046176,Yes,No,No,No
EMP1215,Hari,IT,Analyst,Active,27016,39,436,0,26,Present,38302,2025-01-10,2025-01-05,15169619,Yes,Yes,No,No
EMP1216,Kavya,HR,Analyst,Active,99563,3,221,23,26,Present,75568,2025-01-02,2024-12-19,49949453,No,No,No,No
EMP1217,Lakshmi,Finance,Lead,Active,68688,10,384,3,26,Present,23232,2025-01-11,2025-01-27,50515939,No,No,No,No
EMP1218,Anitha,Finance,Analyst,Active,109678,30,441,3,26,Present,122062,2025-01-10,2024-12-17,92680516,Yes,Yes,No,No
EMP1219,Vijay,Operations,Analyst,Active,74238,31,562,17,26,Present,124301,2025-01-30,2025-01-14,59972694,No,Yes,No,No
EMP1220,Karthik,Support,Lead,Exited,78608,26,482,10,26,Present,71507,2025-01-22,2024-12-26,22768876,No,Yes,No,No
EMP1221,Manoj,Sales,Lead,Active,109081,29,240,0,26,Missing,144277,2025-01-06,2024-12-22,47250043,Yes,Yes,Yes,No
EMP1222,Suresh,HR,Executive,Exited,51897,1,535,9,26,Present,149999,2025-01-18,2025-01-24,36211918,Yes,No,No,No
EMP1223,Keerthana,HR,Analyst,Active,70961,8,361,8,26,Present,96508,2025-01-02,2025-01-27,63724037,Yes,No,No,No
EMP1224,Lakshmi,IT,Analyst,Active,88703,27,359,22,26,Present,133672,2025-01-30,2025-01-25,42670368,No,Yes,No,No
EMP1225,Arun,Support,Executive,Active,64757,30,288,3,26,Missing,120128,2025-01-02,2024-12-28,93261970,Yes,Yes,Yes,No
EMP1226,Sneha,Finance,Manager,Active,46917,33,521,5,26,Present,30683,2025-01-10,2024-12-01,51906302,No,Yes,No,No
EMP1227,Praveen,Sales,Manager,Active,42736,14,211,15,26,Present,43664,2025-01-16,2025-01-13,42766156,No,No,No,No
EMP1228,Deepak,Operations,Manager,Active,47990,24,272,1,26,Present,122364,2025-01-12,2025-01-05,76954181,Yes,No,No,No
EMP1229,Ganesh,Finance,Executive,Active,82551,35,275,22,26,Present,140012,2025-01-01,2025-01-12,69453134,No,Yes,No,No
EMP1230,Santhosh,Support,Analyst,Active,78161,7,545,17,26,Present,53172,2025-01-21,2025-01-06,38385743,No,No,No,No
EMP1231,Geetha,Operations,Executive,Exited,99623,8,400,9,26,Present,103641,2025-01-08,2024-12-02,83334039,Yes,No,No,No
EMP1232,Naveen,IT,Executive,Active,42440,36,209,23,26,Present,84340,2025-01-16,2024-12-17,94887702,No,Yes,No,No
EMP1233,Anitha,IT,Manager,Active,55205,38,551,23,26,Present,107236,2025-01-18,2025-01-09,13246319,No,Yes,No,No
EMP1234,Swathi,HR,Senior Analyst,Active,100811,31,425,16,26,Present,31017,2025-01-13,2025-01-07,78745481,No,Yes,No,No
EMP1235,Karthik,Support,Analyst,Active,75103,16,375,12,26,Present,56613,2025-01-15,2024-12-21,42943536,No,No,No,No
EMP1236,Suresh,Sales,Manager,Active,90812,34,475,23,26,Absent,106130,2025-01-21,2024-12-09,96352784,No,Yes,No,No
EMP1237,Kavya,Operations,Senior Analyst,Active,61627,36,238,17,26,Present,96920,2025-01-12,2024-12-13,37525616,No,Yes,No,No
EMP1238,Lakshmi,Finance,Senior Analyst,Active,39008,18,259,21,26,Absent,50348,2025-01-08,2024-12-11,78155115,No,No,No,No
EMP1239,Santhosh,Support,Lead,Active,91274,28,265,12,26,Present,36448,2025-01-10,2024-12-16,10285356,No,Yes,No,No
EMP1240,Meena,Support,Analyst,Active,52402,6,520,16,26,Present,29491,2025-01-14,2024-12-16,53467245,No,No,No,No
EMP1241,Priya,IT,Senior Analyst,Active,73384,27,323,4,26,Present,98648,2025-01-05,2025-01-28,46557769,Yes,Yes,No,No
EMP1242,Divya,HR,Manager,Exited,25793,8,363,10,26,Missing,141070,2025-01-18,2024-12-02,41147410,No,No,Yes,No
EMP1243,Karthik,HR,Lead,Active,25571,27,585,6,26,Present,116557,2025-01-19,2025-01-11,18505089,Yes,Yes,No,No
EMP1244,Hari,Operations,Analyst,Active,116867,5,358,9,26,Present,78759,2025-01-15,2025-01-13,64594211,No,No,No,No
EMP1245,Shalini,IT,Executive,Active,36209,28,256,16,26,Present,64553,2025-01-06,2024-12-08,75061522,No,Yes,No,No
EMP1246,Suresh,Support,Manager,Active,110930,16,277,14,26,Present,20968,2025-01-27,2025-01-12,13275654,No,No,No,No
EMP1247,Geetha,Sales,Senior Analyst,Active,63148,15,393,17,26,Present,20368,2025-01-11,2025-01-11,80783641,No,No,No,No
EMP1248,Ramesh,IT,Senior Analyst,Active,111218,22,484,22,26,Present,93960,2025-01-21,2024-12-13,49787982,No,No,No,No
EMP1249,Hari,Operations,Manager,Active,22224,30,214,21,26,Present,55010,2025-01-11,2025-01-26,34899950,No,Yes,No,No
EMP1250,Revathi,Operations,Senior Analyst,Active,68695,2,211,18,26,Present,74154,2025-01-20,2024-12-17,24918181,No,No,No,No
EMP1251,Lakshmi,IT,Lead,Active,52441,20,300,25,26,Present,55851,2025-01-20,2025-01-08,90634498,No,No,No,No
EMP1252,Manoj,Operations,Analyst,Active,59129,25,355,1,26,Present,142761,2025-01-21,2024-12-24,69930469,Yes,No,No,No
EMP1253,Ramesh,IT,Lead,Active,82368,35,539,25,26,Present,45496,2025-01-18,2024-12-03,42276687,No,Yes,No,No
EMP1254,Divya,Finance,Senior Analyst,Active,112122,36,324,3,26,Present,143568,2025-01-25,2024-12-30,66256961,Yes,Yes,No,No
EMP1255,Naveen,IT,Executive,Active,64760,21,558,2,26,Present,147152,2025-01-18,2025-01-21,31172318,Yes,No,No,No
EMP1256,Pavithra,IT,Analyst,Active,43478,11,479,6,26,Present,50936,2025-01-10,2024-12-13,91921883,Yes,No,No,No
EMP1257,Keerthana,Operations,Analyst,Active,91854,12,593,23,26,Missing,98858,2025-01-02,2024-12-19,41531769,No,No,Yes,No
EMP1258,Rahul,Operations,Manager,Active,114230,10,309,17,26,Missing,87005,2025-01-26,2024-12-07,67155773,No,No,Yes,No
EMP1259,Pavithra,HR,Manager,Active,105716,15,533,9,26,Absent,57493,2025-01-30,2024-12-09,26669382,No,No,No,No
EMP1260,Arun,HR,Executive,Active,32180,7,556,6,26,Present,89795,2025-01-09,2024-12-19,20450652,Yes,No,No,No
EMP1261,Swathi,Finance,Analyst,Active,118538,39,345,7,26,Present,56390,2025-01-14,2025-01-14,58297495,No,Yes,No,No
EMP1262,Meena,HR,Executive,Active,35372,39,415,5,26,Present,30292,2025-01-19,2025-01-23,27089267,No,Yes,No,No
EMP1263,Karthik,IT,Manager,Active,49796,1,597,21,26,Present,112377,2025-01-10,2025-01-09,66501670,No,No,No,No
EMP1264,Aishwarya,Operations,Manager,Active,78272,29,361,25,26,Present,48365,2025-01-23,2024-12-22,29568220,No,Yes,No,No
EMP1265,Shalini,HR,Analyst,Active,109963,29,327,0,26,Absent,37207,2025-01-04,2024-12-18,25099691,No,Yes,No,No
EMP1266,Rahul,HR,Lead,Active,118826,11,513,3,26,Absent,121735,2025-01-29,2024-12-23,13568125,Yes,No,No,No
EMP1267,Swathi,Finance,Senior Analyst,Active,113635,9,531,13,26,Absent,42912,2025-01-29,2024-12-02,16656669,No,No,No,No
EMP1268,Kavya,Support,Manager,Active,74040,10,349,16,26,Present,122455,2025-01-06,2025-01-19,54584476,No,No,No,No
EMP1269,Rohit,Finance,Manager,Active,95357,14,235,19,26,Present,122517,2025-01-14,2025-01-19,70496281,No,No,No,No
EMP1270,Keerthana,IT,Lead,Active,91368,15,372,17,26,Present,100771,2025-01-04,2024-12-11,96328985,No,No,No,No
EMP1271,Kavya,Operations,Lead,Active,98356,16,221,10,26,Present,76572,2025-01-26,2024-12-31,75520932,No,No,No,No
EMP1272,Praveen,Finance,Executive,Active,36211,25,405,20,26,Present,127293,2025-01-15,2025-01-02,69710426,No,No,No,No
EMP1273,Manoj,HR,Executive,Active,25842,1,326,25,26,Present,119083,2025-01-16,2024-12-14,61743858,No,No,No,No
EMP1274,Rohit,Operations,Senior Analyst,Active,83115,11,535,13,26,Present,133655,2025-01-07,2024-12-16,49579572,No,No,No,No
EMP1275,Vijay,Operations,Senior Analyst,Active,86852,25,555,8,26,Present,129346,2025-01-17,2024-12-11,33139997,Yes,No,No,No
EMP1276,Karthik,HR,Analyst,Active,65968,22,416,14,26,Present,39276,2025-01-19,2025-01-02,91293570,No,No,No,No
EMP1277,Anitha,Finance,Executive,Active,37508,17,295,11,26,Absent,117459,2025-01-29,2024-12-07,29940473,No,No,No,No
EMP1278,Divya,HR,Manager,Active,42005,31,363,9,26,Present,25534,2025-01-19,2024-12-31,79783850,No,Yes,No,No
EMP1279,Divya,Support,Executive,Active,74575,37,347,18,26,Absent,112005,2025-01-17,2025-01-17,46970246,No,Yes,No,No
EMP1280,Naveen,Operations,Manager,Active,100742,2,217,23,26,Present,121610,2025-01-06,2025-01-15,45504688,No,No,No,No
EMP1281,Praveen,Sales,Lead,Active,38971,37,493,18,26,Present,55670,2025-01-29,2025-01-16,76471800,No,Yes,No,No
EMP1282,Anitha,Sales,Executive,Exited,45599,2,394,5,26,Present,82147,2025-01-11,2024-12-14,29580744,Yes,No,No,No
EMP1283,Keerthana,IT,Lead,Active,107592,29,350,19,26,Present,118099,2025-01-16,2024-12-28,42079348,No,Yes,No,No
EMP1284,Priya,HR,Senior Analyst,Active,86914,0,564,23,26,Missing,131695,2025-01-30,2025-01-22,88905640,No,No,Yes,No
EMP1285,Karthik,HR,Senior Analyst,Active,87055,29,322,5,26,Present,56486,2025-01-25,2025-01-12,65642473,No,Yes,No,No
EMP1286,Ramesh,IT,Analyst,Active,107697,31,599,7,26,Present,85557,2025-01-08,2024-12-16,98140364,No,Yes,No,No
EMP1287,Meena,IT,Executive,Active,25355,27,386,0,26,Present,54268,2025-01-11,2024-12-19,65146622,Yes,Yes,No,No
EMP1288,Revathi,IT,Lead,Active,74120,20,348,21,26,Missing,127338,2025-01-07,2024-12-17,26237538,No,No,Yes,No
EMP1289,Manoj,Operations,Manager,Active,94619,12,303,16,26,Present,101335,2025-01-26,2025-01-28,13405914,No,No,No,No
EMP1290,Keerthana,Support,Senior Analyst,Active,58342,26,442,16,26,Absent,46336,2025-01-24,2024-12-26,51720218,No,Yes,No,No
EMP1291,Naveen,HR,Senior Analyst,Active,105992,35,430,23,26,Present,23641,2025-01-22,2024-12-06,14177927,No,Yes,No,No
EMP1292,Suresh,Operations,Manager,Active,98860,6,405,14,26,Present,107132,2025-01-25,2025-01-12,15032403,No,No,No,No
EMP1293,Aishwarya,IT,Lead,Active,22257,21,397,6,26,Present,52959,2025-01-19,2025-01-18,70387647,Yes,No,No,No
EMP1294,Nithya,HR,Lead,Active,47364,9,595,18,26,Present,33306,2025-01-26,2024-12-09,13229065,No,No,No,No
EMP1295,Kavya,Operations,Executive,Active,44972,38,599,21,26,Present,66182,2025-01-10,2025-01-19,55402380,No,Yes,No,No
EMP1296,Lakshmi,Support,Executive,Active,46654,14,536,24,26,Absent,94123,2025-01-09,2024-12-17,65230489,No,No,No,Yes
EMP1297,Sneha,Operations,Analyst,Active,100769,14,286,22,26,Present,76326,2025-01-04,2024-12-31,77696290,No,No,No,No
EMP1298,Praveen,Support,Senior Analyst,Active,101423,3,341,2,26,Present,116895,2025-01-23,2024-12-12,80539324,Yes,No,No,No
EMP1299,Suresh,IT,Executive,Active,49320,31,516,21,26,Present,41498,2025-01-15,2024-12-23,56986677,No,Yes,No,No
EMP1300,Aishwarya,Support,Lead,Active,40808,22,398,10,26,Present,90198,2025-01-13,2025-01-23,25090951,No,No,No,No
EMP1301,Naveen,HR,Manager,Active,72389,5,245,19,26,Present,122630,2025-01-25,2025-01-23,61463262,No,No,No,No
EMP1302,Suresh,IT,Lead,Active,115690,23,487,18,26,Present,127369,2025-01-02,2024-12-05,51557461,No,No,No,No
EMP1303,Swathi,HR,Senior Analyst,Active,54773,19,214,8,26,Present,47197,2025-01-02,2025-01-12,40278292,No,No,No,No
EMP1304,Swathi,Sales,Lead,Active,71168,36,243,9,26,Present,40719,2025-01-16,2025-01-05,73707914,No,Yes,No,No
EMP1305,Divya,Finance,Analyst,Active,47747,19,368,1,26,Present,110201,2025-01-09,2025-01-28,20055169,Yes,No,No,No
EMP1306,Karthik,Support,Senior Analyst,Active,96396,11,509,0,26,Present,128775,2025-01-28,2025-01-05,20293122,Yes,No,No,No
EMP1307,Manoj,Finance,Manager,Active,103692,32,243,15,26,Present,45032,2025-01-13,2024-12-03,51018802,No,Yes,No,No
EMP1308,Pavithra,Finance,Analyst,Active,77505,27,297,17,26,Present,79624,2025-01-03,2025-01-27,86573891,No,Yes,No,No
EMP1309,Sneha,Support,Senior Analyst,Active,105896,7,460,22,26,Present,98177,2025-01-09,2024-12-24,57850326,No,No,No,No
EMP1310,Naveen,IT,Manager,Active,38135,0,308,25,26,Missing,61964,2025-01-13,2025-01-24,19395448,No,No,Yes,No
EMP1311,Karthik,Sales,Analyst,Exited,110887,36,482,16,26,Absent,50028,2025-01-21,2025-01-26,86478961,No,Yes,No,No
EMP1312,Swathi,HR,Analyst,Active,116035,21,571,5,26,Present,131030,2025-01-22,2024-12-17,56086355,Yes,No,No,No
EMP1313,Pavithra,Operations,Senior Analyst,Active,67377,5,542,13,26,Present,74646,2025-01-02,2025-01-08,81668376,No,No,No,No
EMP1314,Arun,HR,Executive,Active,43554,20,303,22,26,Absent,101187,2025-01-08,2024-12-26,16519453,No,No,No,No
EMP1315,Manoj,Operations,Analyst,Exited,82491,31,455,24,26,Absent,28536,2025-01-27,2024-12-04,16846090,No,Yes,No,No
EMP1316,Geetha,HR,Analyst,Active,75621,34,578,14,26,Absent,137399,2025-01-09,2025-01-24,18607964,No,Yes,No,No
EMP1317,Santhosh,Support,Manager,Active,78283,14,405,13,26,Present,76747,2025-01-16,2025-01-14,80104217,No,No,No,No
EMP1318,Ramesh,Sales,Lead,Active,105140,4,534,23,26,Present,65712,2025-01-02,2024-12-12,45229687,No,No,No,No
EMP1319,Hari,Operations,Senior Analyst,Exited,36923,5,242,21,26,Absent,26273,2025-01-06,2024-12-01,35650424,No,No,No,No
EMP1320,Ajith,IT,Senior Analyst,Active,67591,24,552,2,26,Present,91820,2025-01-22,2024-12-21,95794231,Yes,No,No,No
EMP1321,Suresh,HR,Executive,Active,82261,39,444,23,26,Present,145342,2025-01-08,2024-12-19,38082991,No,Yes,No,No
EMP1322,Rohit,HR,Executive,Active,74336,28,486,22,26,Present,111228,2025-01-26,2024-12-21,46843795,No,Yes,No,No
EMP1323,Praveen,Operations,Senior Analyst,Active,94083,6,554,18,26,Present,94353,2025-01-28,2025-01-21,41634412,No,No,No,No
EMP1324,Revathi,IT,Executive,Active,80948,39,472,24,26,Present,114491,2025-01-05,2024-12-18,35812055,No,Yes,No,No
EMP1325,Shalini,IT,Manager,Active,53002,12,282,11,26,Present,112091,2025-01-09,2025-01-12,86267294,No,No,No,No
EMP1326,Praveen,Support,Senior Analyst,Active,100098,37,309,1,26,Present,105914,2025-01-01,2025-01-21,46340634,Yes,Yes,No,No
EMP1327,Karthik,Support,Executive,Active,93016,17,389,2,26,Present,70830,2025-01-09,2024-12-03,81318093,No,No,No,No
EMP1328,Geetha,Support,Senior Analyst,Active,46672,1,487,17,26,Present,126718,2025-01-10,2025-01-18,55830915,No,No,No,No
EMP1329,Vijay,Support,Lead,Active,24213,7,596,0,26,Present,37127,2025-01-23,2025-01-13,60220684,Yes,No,No,No
EMP1330,Praveen,Support,Analyst,Active,30293,10,450,19,26,Present,135150,2025-01-04,2025-01-01,20685090,No,No,No,No
EMP1331,Santhosh,Support,Senior Analyst,Exited,119977,32,411,20,26,Present,103488,2025-01-03,2024-12-10,99437173,No,Yes,No,No
EMP1332,Hari,Sales,Analyst,Active,75860,37,490,5,26,Absent,31539,2025-01-30,2025-01-09,92629831,No,Yes,No,No
EMP1333,Ramesh,IT,Executive,Active,82507,26,332,4,26,Present,66761,2025-01-10,2024-12-15,29169217,No,Yes,No,No
EMP1334,Ganesh,Support,Analyst,Active,77134,19,400,0,26,Present,66219,2025-01-15,2024-12-05,90856713,No,No,No,No
EMP1335,Lakshmi,IT,Senior Analyst,Active,22100,11,484,18,26,Present,34692,2025-01-11,2024-12-04,28010603,No,No,No,No
EMP1336,Karthik,IT,Lead,Active,81997,30,525,0,26,Absent,103656,2025-01-14,2025-01-27,91996820,Yes,Yes,No,No
EMP1337,Revathi,Finance,Executive,Active,48172,26,294,20,26,Present,33334,2025-01-06,2024-12-28,90303337,No,Yes,No,No
EMP1338,Vijay,Sales,Senior Analyst,Active,40132,31,477,20,26,Present,48615,2025-01-12,2025-01-22,96337683,No,Yes,No,No
EMP1339,Suresh,Support,Executive,Active,38199,9,524,15,26,Present,27903,2025-01-13,2025-01-21,28274332,No,No,No,No
EMP1340,Kavya,HR,Manager,Active,56609,2,418,11,26,Present,48527,2025-01-17,2025-01-20,82680808,No,No,No,No
EMP1341,Geetha,Operations,Analyst,Active,62965,26,288,21,26,Absent,35629,2025-01-16,2025-01-22,58681267,No,Yes,No,No
EMP1342,Revathi,HR,Manager,Active,28016,34,271,7,26,Absent,141690,2025-01-03,2024-12-04,68915684,Yes,Yes,No,No
EMP1343,Rohit,Sales,Senior Analyst,Exited,59779,30,446,25,26,Present,78008,2025-01-02,2024-12-15,55837139,No,Yes,No,No
EMP1344,Naveen,Operations,Lead,Exited,51881,14,328,15,26,Present,103276,2025-01-11,2024-12-17,48150204,No,No,No,No
EMP1345,Rahul,Sales,Executive,Exited,102594,15,411,0,26,Present,119318,2025-01-29,2025-01-13,49296070,Yes,No,No,No
EMP1346,Nithya,IT,Analyst,Active,44472,12,542,3,26,Present,46708,2025-01-09,2024-12-03,51779199,Yes,No,No,No
EMP1347,Manoj,Operations,Executive,Active,71813,34,295,9,26,Present,30860,2025-01-03,2024-12-10,83690987,No,Yes,No,No
EMP1348,Ajith,IT,Senior Analyst,Active,56021,10,274,10,26,Present,37438,2025-01-29,2025-01-16,83914833,No,No,No,No
EMP1349,Priya,HR,Executive,Active,74131,20,253,16,26,Present,87300,2025-01-18,2025-01-11,23773042,No,No,No,No
EMP1350,Anitha,HR,Analyst,Active,44087,10,543,24,26,Present,149263,2025-01-20,2025-01-25,64312696,No,No,No,No
EMP1351,Vijay,Operations,Senior Analyst,Active,32828,29,253,22,26,Missing,91545,2025-01-15,2024-12-23,76698460,No,Yes,Yes,No
EMP1352,Ganesh,Operations,Executive,Active,81610,34,417,6,26,Present,40842,2025-01-14,2024-12-18,66411070,No,Yes,No,No
EMP1353,Ajith,Support,Lead,Active,116664,21,215,11,26,Absent,80213,2025-01-02,2024-12-01,41154708,No,No,No,No
EMP1354,Rohit,Sales,Senior Analyst,Active,21401,37,298,20,26,Present,62372,2025-01-17,2025-01-04,32413805,No,Yes,No,No
EMP1355,Priya,Support,Senior Analyst,Active,105179,30,219,6,26,Present,134316,2025-01-22,2025-01-22,91828695,Yes,Yes,No,No
EMP1356,Nithya,Sales,Lead,Active,35193,13,245,11,26,Present,118971,2025-01-26,2025-01-27,58788334,No,No,No,No
EMP1357,Keerthana,Support,Manager,Active,112389,23,392,14,26,Present,88906,2025-01-08,2024-12-31,21679241,No,No,No,No
EMP1358,Kavya,IT,Analyst,Exited,64864,31,582,1,26,Present,58744,2025-01-10,2025-01-28,19571226,No,Yes,No,No
EMP1359,Shalini,Operations,Manager,Active,40307,35,257,13,26,Present,136082,2025-01-26,2025-01-13,28448395,No,Yes,No,No
EMP1360,Revathi,HR,Executive,Active,39611,31,310,12,26,Missing,77442,2025-01-18,2024-12-01,57177360,No,Yes,Yes,No
EMP1361,Karthik,Sales,Lead,Active,63791,14,328,3,26,Present,149070,2025-01-30,2024-12-03,93489216,Yes,No,No,No
EMP1362,Shalini,Sales,Manager,Active,31950,34,536,13,26,Present,105990,2025-01-25,2024-12-03,88494911,No,Yes,No,No
EMP1363,Kavya,HR,Senior Analyst,Active,96240,2,393,13,26,Missing,141670,2025-01-29,2025-01-06,30005625,No,No,Yes,No
EMP1364,Divya,Support,Executive,Exited,97403,15,539,15,26,Present,126917,2025-01-19,2024-12-19,51782385,No,No,No,No
EMP1365,Arun,Sales,Executive,Active,22745,4,525,6,26,Present,123903,2025-01-08,2024-12-29,65230489,Yes,No,No,Yes
EMP1366,Vijay,IT,Manager,Active,75243,20,207,18,26,Present,23650,2025-01-28,2024-12-25,85433742,No,No,No,No
EMP1367,Arun,Operations,Manager,Active,23866,9,228,1,26,Absent,65117,2025-01-08,2025-01-02,46568562,Yes,No,No,No
EMP1368,Priya,HR,Lead,Active,52245,18,311,9,26,Missing,111244,2025-01-03,2025-01-05,67924091,Yes,No,Yes,No
EMP1369,Naveen,Operations,Analyst,Active,64724,24,360,17,26,Missing,128198,2025-01-03,2024-12-29,40076989,No,No,Yes,No
EMP1370,Karthik,Sales,Manager,Active,91354,3,330,16,26,Present,72772,2025-01-12,2025-01-27,95997358,No,No,No,No
EMP1371,Hari,Sales,Manager,Active,71374,28,387,4,26,Absent,23190,2025-01-22,2024-12-26,22277440,No,Yes,No,No
EMP1372,Lakshmi,HR,Senior Analyst,Exited,50116,18,362,11,26,Present,68113,2025-01-17,2024-12-04,68637178,No,No,No,No
EMP1373,Manoj,IT,Executive,Active,101029,1,396,5,26,Present,28789,2025-01-04,2025-01-18,16620661,No,No,No,No
EMP1374,Revathi,Finance,Analyst,Active,113574,9,563,21,26,Present,52125,2025-01-17,2024-12-14,19929464,No,No,No,No
EMP1375,Manoj,HR,Senior Analyst,Active,40447,24,403,8,26,Present,118695,2025-01-14,2025-01-19,91805906,Yes,No,No,No
EMP1376,Rohit,Finance,Lead,Active,50431,19,411,19,26,Missing,37459,2025-01-19,2024-12-27,93418136,No,No,Yes,No
EMP1377,Santhosh,Support,Lead,Active,37908,18,308,0,26,Missing,55418,2025-01-09,2025-01-02,88951992,Yes,No,Yes,No
EMP1378,Divya,Finance,Manager,Active,49336,22,475,21,26,Present,131904,2025-01-30,2024-12-22,33144254,No,No,No,No
EMP1379,Arun,IT,Manager,Active,60992,23,272,14,26,Present,67085,2025-01-30,2025-01-17,34349707,No,No,No,No
EMP1380,Geetha,Support,Lead,Active,75350,10,366,20,26,Present,38768,2025-01-21,2024-12-03,96421324,No,No,No,No
EMP1381,Aishwarya,Finance,Manager,Active,89561,33,459,25,26,Absent,69961,2025-01-12,2024-12-23,72760370,No,Yes,No,No
EMP1382,Ganesh,Support,Analyst,Active,71955,27,442,5,26,Present,101099,2025-01-05,2024-12-21,77577027,Yes,Yes,No,No
EMP1383,Revathi,Finance,Manager,Active,81240,4,474,18,26,Present,142735,2025-01-11,2025-01-10,86337284,No,No,No,No
EMP1384,Vijay,IT,Executive,Active,40093,4,301,17,26,Present,47885,2025-01-20,2024-12-23,61101656,No,No,No,No
EMP1385,Sneha,Finance,Manager,Exited,26155,20,372,5,26,Present,107421,2025-01-03,2024-12-04,75589333,Yes,No,No,No
EMP1386,Shalini,Finance,Senior Analyst,Active,66607,11,370,12,26,Present,81082,2025-01-21,2024-12-21,98384987,No,No,No,No
EMP1387,Ganesh,Finance,Analyst,Active,53487,3,340,0,26,Missing,26895,2025-01-15,2025-01-06,80108966,No,No,Yes,No
EMP1388,Geetha,HR,Senior Analyst,Active,75668,19,596,22,26,Present,70311,2025-01-14,2025-01-12,39097750,No,No,No,No
EMP1389,Rahul,HR,Senior Analyst,Exited,40963,37,387,22,26,Present,109494,2025-01-11,2024-12-31,40573747,No,Yes,No,No
EMP1390,Divya,HR,Executive,Active,70124,24,285,25,26,Present,87067,2025-01-20,2024-12-21,57906429,No,No,No,No
EMP1391,Hari,IT,Analyst,Active,72870,13,251,12,26,Present,91017,2025-01-08,2024-12-26,68018554,No,No,No,No
EMP1392,Praveen,Support,Analyst,Active,76547,10,310,6,26,Missing,43932,2025-01-04,2025-01-10,12378772,No,No,Yes,No
EMP1393,Arun,Sales,Analyst,Active,84110,31,564,14,26,Present,41360,2025-01-27,2025-01-27,73806568,No,Yes,No,No
EMP1394,Lakshmi,Finance,Analyst,Active,73554,10,541,11,26,Present,74847,2025-01-12,2025-01-04,52291777,No,No,No,No
EMP1395,Ramesh,Finance,Analyst,Active,40936,17,242,25,26,Present,129178,2025-01-08,2025-01-07,63153210,No,No,No,No
EMP1396,Arun,IT,Executive,Active,24426,26,410,0,26,Present,110365,2025-01-06,2024-12-24,93044102,Yes,Yes,No,No
EMP1397,Suresh,Finance,Manager,Exited,108839,17,399,14,26,Present,105468,2025-01-15,2024-12-11,99626672,No,No,No,No
EMP1398,Vijay,HR,Senior Analyst,Active,47606,22,497,3,26,Present,146065,2025-01-30,2025-01-10,43401359,Yes,No,No,No
EMP1399,Keerthana,Sales,Analyst,Active,67832,10,545,12,26,Present,58931,2025-01-12,2024-12-29,59922192,No,No,No,No
EMP1400,Hari,Operations,Manager,Active,48151,20,439,22,26,Present,75823,2025-01-16,2025-01-16,45066617,No,No,No,No
EMP1401,Suresh,Finance,Manager,Active,99303,4,314,24,26,Present,58032,2025-01-16,2025-01-24,31040202,No,No,No,No
EMP1402,Manoj,HR,Senior Analyst,Active,31308,22,225,4,26,Present,135919,2025-01-27,2025-01-29,46923169,Yes,No,No,No
EMP1403,Ajith,Operations,Executive,Active,82522,24,498,1,26,Present,101426,2025-01-21,2024-12-03,70015385,Yes,No,No,No
EMP1404,Meena,Sales,Lead,Active,65671,9,276,22,26,Present,38807,2025-01-20,2024-12-01,38665409,No,No,No,No
EMP1405,Ramesh,Operations,Lead,Active,110306,21,336,25,26,Absent,31767,2025-01-20,2025-01-21,90351550,No,No,No,No
EMP1406,Kavya,HR,Manager,Active,114108,18,219,0,26,Absent,28071,2025-01-28,2025-01-23,99211990,No,No,No,No
EMP1407,Rohit,Support,Senior Analyst,Active,22204,0,410,15,26,Present,73413,2025-01-04,2024-12-19,15363240,No,No,No,No
EMP1408,Santhosh,Support,Lead,Active,112769,6,439,22,26,Present,46149,2025-01-11,2025-01-15,77768161,No,No,No,No
EMP1409,Pavithra,Operations,Manager,Active,107265,3,238,5,26,Present,35540,2025-01-13,2025-01-18,60106235,No,No,No,No
